n,s,s_over_n,shape,config
7274,3637,0.500000,S2,2x3637
7275,1447,0.198900,S7f4,4x1447 + 1487* (q=743)
7276,3413,0.469076,S3,1x3413 + 3863* (q=1931)
7277,2187,0.300536,S7f2,2x2187 + 2903* (q=1451)
7278,3499,0.480764,S3,1x3499 + 3779* (q=1889)
7279,1439,0.197692,S7f4,4x1439 + 1523* (q=761)
7280,1747,0.239973,S7f3,3x1747 + 2039* (q=1019)
7281,2417,0.331960,S7f2,2x2417 + 2447* (q=1223)
7282,3623,0.497528,S3,1x3659 + 3623* (q=1811)
7283,7283,1.000000,S1,"AGL(1,7283)"
7284,3481,0.477897,S3,1x3481 + 3803* (q=1901)
7285,2311,0.317227,S7f2,2x2311 + 2663* (q=11)
7286,3643,0.500000,S2,2x3643
7287,1297,0.177988,S7f4,4x1297 + 2099* (q=1049)
7288,3467,0.475714,S3,1x3821 + 3467* (q=1733)
7289,997,0.136781,S7f6,6x997 + 1307* (q=653)
7290,3511,0.481619,S3,1x3511 + 3779* (q=1889)
7291,1451,0.199012,S7f4,4x1451 + 1487* (q=743)
7292,1823,0.250000,S2,4x1823
7293,2423,0.332236,S7f2,2x2423 + 2447* (q=1223)
7294,3623,0.496710,S3,1x3671 + 3623* (q=1811)
7295,1459,0.200000,S2,5x1459
7296,3623,0.496573,S3,1x3673 + 3623* (q=1811)
7297,7297,1.000000,S1,"AGL(1,7297)"
7298,1753,0.240203,S7f3,3x1753 + 2039* (q=1019)
7299,3203,0.438827,S3,1x4096 + 3203* (q=1601)
7300,3623,0.496301,S3,1x3677 + 3623* (q=1811)
7301,1019,0.139570,S7f6,6x1019 + 1187* (q=593)
7302,3499,0.479184,S3,1x3499 + 3803* (q=1901)
7303,1319,0.180611,S7f4,4x1319 + 2027* (q=1013)
7304,1759,0.240827,S7f3,3x1759 + 2027* (q=1013)
7305,2423,0.331691,S7f2,2x2423 + 2459* (q=1229)
7306,3527,0.482754,S3,1x3527 + 3779* (q=1889)
7307,7307,1.000000,S1,"AGL(1,7307)"
7308,3529,0.482895,S3,1x3529 + 3779* (q=1889)
7309,7309,1.000000,S1,"AGL(1,7309)"
7310,1801,0.246375,S7f3,3x1801 + 1907* (q=953)
7311,2437,0.333333,S2,3x2437
7312,3533,0.483178,S3,1x3533 + 3779* (q=1889)
7313,1459,0.199508,S7f2,2x2927 + 1459* (q=3)
7314,3623,0.495351,S3,1x3691 + 3623* (q=1811)
7315,1373,0.187697,S7f4,4x1373 + 1823* (q=911)
7316,1823,0.249180,S7f3,3x1831 + 1823* (q=911)
7317,2207,0.301626,S7f2,2x2207 + 2903* (q=1451)
7318,3659,0.500000,S2,2x3659
7319,729,0.099604,S7f8,8x729 + 1487* (q=743)
7320,3623,0.494945,S3,1x3697 + 3623* (q=1811)
7321,7321,1.000000,S1,"AGL(1,7321)"
7322,1753,0.239415,S7f3,3x1753 + 2063* (q=1031)
7323,2441,0.333333,S2,3x2441
7324,3623,0.494675,S3,1x3701 + 3623* (q=1811)
7325,1019,0.139113,S7f6,6x1051 + 1019* (q=509)
7326,3547,0.484166,S3,1x3547 + 3779* (q=1889)
7327,1451,0.198035,S7f4,4x1451 + 1523* (q=761)
7328,1627,0.222025,S7f3,3x1627 + 2447* (q=1223)
7329,2441,0.333060,S7f2,2x2441 + 2447* (q=1223)
7330,3527,0.481173,S3,1x3527 + 3803* (q=1901)
7331,7331,1.000000,S1,"AGL(1,7331)"
7332,3623,0.494135,S3,1x3709 + 3623* (q=1811)
7333,7333,1.000000,S1,"AGL(1,7333)"
7334,1709,0.233024,S7f3,3x1709 + 2207* (q=1103)
7335,1453,0.198091,S7f4,4x1453 + 1523* (q=761)
7336,3557,0.484869,S3,1x3557 + 3779* (q=1889)
7337,2187,0.298078,S7f2,2x2187 + 2963* (q=1481)
7338,3559,0.485010,S3,1x3559 + 3779* (q=1889)
7339,1367,0.186265,S7f4,4x1493 + 1367* (q=683)
7340,1811,0.246730,S7f3,3x1811 + 1907* (q=953)
7341,2447,0.333333,S2,3x2447
7342,3671,0.500000,S2,2x3671
7343,1459,0.198693,S7f4,4x1471 + 1459* (q=3)
7344,3623,0.493328,S3,1x3721 + 3623* (q=1811)
7345,2383,0.324438,S7f2,2x2383 + 2579* (q=1289)
7346,3673,0.500000,S2,2x3673
7347,1381,0.187968,S7f4,4x1381 + 1823* (q=911)
7348,3467,0.471829,S3,1x3881 + 3467* (q=1733)
7349,7349,1.000000,S1,"AGL(1,7349)"
7350,3623,0.492925,S3,1x3727 + 3623* (q=1811)
7351,7351,1.000000,S1,"AGL(1,7351)"
7352,1511,0.205522,S7f3,3x1511 + 2819* (q=1409)
7353,2447,0.332789,S7f2,2x2447 + 2459* (q=1229)
7354,3677,0.500000,S2,2x3677
7355,1471,0.200000,S2,5x1471
7356,3623,0.492523,S3,1x3733 + 3623* (q=1811)
7357,2389,0.324725,S7f2,2x2389 + 2579* (q=1289)
7358,1777,0.241506,S7f3,3x1777 + 2027* (q=1013)
7359,1459,0.198261,S7f4,4x1459 + 1523* (q=761)
7360,3581,0.486549,S3,1x3581 + 3779* (q=1889)
7361,1013,0.137617,S7f6,6x1013 + 1283* (q=641)
7362,3623,0.492122,S3,1x3739 + 3623* (q=1811)
7363,1439,0.195437,S7f4,4x1481 + 1439* (q=719)
7364,1823,0.247556,S7f3,3x1847 + 1823* (q=911)
7365,2447,0.332247,S7f2,2x2459 + 2447* (q=1223)
7366,3359,0.456014,S3,1x3359 + 4007* (q=2003)
7367,529,0.071807,S7f12,12x529 + 1019* (q=509)
7368,3361,0.456162,S3,1x3361 + 4007* (q=2003)
7369,7369,1.000000,S1,"AGL(1,7369)"
7370,1823,0.247354,S7f3,3x1849 + 1823* (q=911)
7371,1471,0.199566,S7f4,4x1471 + 1487* (q=743)
7372,3593,0.487385,S3,1x3593 + 3779* (q=1889)
7373,2187,0.296623,S7f2,2x2187 + 2999* (q=1499)
7374,3571,0.484269,S3,1x3571 + 3803* (q=1901)
7375,1439,0.195119,S7f4,4x1439 + 1619* (q=809)
7376,1823,0.247153,S7f3,3x1823 + 1907* (q=953)
7377,2459,0.333333,S2,3x2459
7378,3467,0.469911,S3,1x3911 + 3467* (q=1733)
7379,541,0.073316,S7f12,12x541 + 887* (q=443)
7380,3517,0.476558,S3,1x3517 + 3863* (q=1931)
7381,2447,0.331527,S7f2,2x2467 + 2447* (q=1223)
7382,3691,0.500000,S2,2x3691
7383,1459,0.197616,S7f4,4x1481 + 1459* (q=3)
7384,3623,0.490655,S3,1x3761 + 3623* (q=1811)
7385,1459,0.197563,S7f2,2x2963 + 1459* (q=3)
7386,3607,0.488356,S3,1x3607 + 3779* (q=1889)
7387,1439,0.194802,S7f4,4x1487 + 1439* (q=719)
7388,1847,0.250000,S2,4x1847
7389,2243,0.303559,S7f2,2x2243 + 2903* (q=1451)
7390,3623,0.490257,S3,1x3767 + 3623* (q=1811)
7391,1459,0.197402,S7f4,4x1483 + 1459* (q=3)
7392,3623,0.490124,S3,1x3769 + 3623* (q=1811)
7393,7393,1.000000,S1,"AGL(1,7393)"
7394,3697,0.500000,S2,2x3697
7395,1439,0.194591,S7f4,4x1489 + 1439* (q=719)
7396,3617,0.489048,S3,1x3617 + 3779* (q=1889)
7397,2187,0.295660,S7f2,2x2187 + 3023* (q=1511)
7398,3467,0.468640,S3,1x3931 + 3467* (q=1733)
7399,1373,0.185566,S7f4,4x1373 + 1907* (q=953)
7400,1831,0.247432,S7f3,3x1831 + 1907* (q=953)
7401,2467,0.333333,S2,3x2467
7402,3701,0.500000,S2,2x3701
7403,743,0.100365,S7f8,8x743 + 1459* (q=3)
7404,3541,0.478255,S3,1x3541 + 3863* (q=1931)
7405,2459,0.332073,S7f2,2x2473 + 2459* (q=1229)
7406,1823,0.246152,S7f3,3x1861 + 1823* (q=911)
7407,1471,0.198596,S7f4,4x1471 + 1523* (q=761)
7408,3461,0.467198,S3,1x3461 + 3947* (q=1973)
7409,1021,0.137805,S7f6,6x1021 + 1283* (q=641)
7410,3631,0.490013,S3,1x3631 + 3779* (q=1889)
7411,7411,1.000000,S1,"AGL(1,7411)"
7412,1783,0.240556,S7f3,3x1783 + 2063* (q=1031)
7413,2459,0.331715,S7f2,2x2477 + 2459* (q=1229)
7414,3467,0.467629,S3,1x3467 + 3947* (q=1973)
7415,1483,0.200000,S2,5x1483
7416,3637,0.490426,S3,1x3637 + 3779* (q=1889)
7417,7417,1.000000,S1,"AGL(1,7417)"
7418,3709,0.500000,S2,2x3709
7419,2473,0.333333,S2,3x2473
7420,3623,0.488275,S3,1x3797 + 3623* (q=1811)
7421,1039,0.140008,S7f6,6x1039 + 1187* (q=593)
7422,3643,0.490838,S3,1x3643 + 3779* (q=1889)
7423,1451,0.195474,S7f4,4x1451 + 1619* (q=809)
7424,1823,0.245555,S7f3,3x1867 + 1823* (q=911)
7425,2423,0.326330,S7f2,2x2423 + 2579* (q=1289)
7426,3623,0.487880,S3,1x3623 + 3803* (q=1901)
7427,1283,0.172748,S7f3,3x2048 + 1283* (q=641)
7428,3481,0.468632,S3,1x3481 + 3947* (q=1973)
7429,2383,0.320770,S7f2,2x2383 + 2663* (q=11)
7430,1801,0.242396,S7f3,3x1801 + 2027* (q=1013)
7431,2477,0.333333,S2,3x2477
7432,3203,0.430974,S3,1x4229 + 3203* (q=1601)
7433,7433,1.000000,S1,"AGL(1,7433)"
7434,3631,0.488432,S3,1x3631 + 3803* (q=1901)
7435,2048,0.275454,S3,1x2048 + 5387* (q=2693)
7436,1823,0.245159,S7f3,3x1871 + 1823* (q=911)
7437,2309,0.310475,S7f2,2x2309 + 2819* (q=1409)
7438,3719,0.500000,S2,2x3719
7439,571,0.076758,S7f12,12x571 + 587* (q=293)
7440,3637,0.488844,S3,1x3637 + 3803* (q=1901)
7441,2389,0.321059,S7f2,2x2389 + 2663* (q=11)
7442,3721,0.500000,S2,2x3721
7443,1487,0.199785,S7f4,4x1489 + 1487* (q=743)
7444,3623,0.486701,S3,1x3821 + 3623* (q=1811)
7445,1489,0.200000,S2,5x1489
7446,3643,0.489256,S3,1x3643 + 3803* (q=1901)
7447,2048,0.275010,S3,1x2048 + 5399* (q=2699)
7448,1847,0.247986,S7f3,3x1847 + 1907* (q=953)
7449,2393,0.321251,S7f2,2x2393 + 2663* (q=11)
7450,3671,0.492752,S3,1x3671 + 3779* (q=1889)
7451,7451,1.000000,S1,"AGL(1,7451)"
7452,3673,0.492888,S3,1x3673 + 3779* (q=1889)
7453,2447,0.328324,S7f2,2x2503 + 2447* (q=1223)
7454,3727,0.500000,S2,2x3727
7455,1483,0.198927,S7f4,4x1483 + 1523* (q=761)
7456,3677,0.493160,S3,1x3677 + 3779* (q=1889)
7457,7457,1.000000,S1,"AGL(1,7457)"
7458,3511,0.470770,S3,1x3511 + 3947* (q=1973)
7459,7459,1.000000,S1,"AGL(1,7459)"
7460,1823,0.244370,S7f3,3x1879 + 1823* (q=911)
7461,2441,0.327168,S7f2,2x2441 + 2579* (q=1289)
7462,3659,0.490351,S3,1x3659 + 3803* (q=1901)
7463,1319,0.176739,S7f3,3x2048 + 1319* (q=659)
7464,3517,0.471195,S3,1x3517 + 3947* (q=1973)
7465,2459,0.329404,S7f2,2x2503 + 2459* (q=1229)
7466,3733,0.500000,S2,2x3733
7467,1201,0.160841,S7f4,4x1201 + 2663* (q=11)
7468,3467,0.464247,S3,1x4001 + 3467* (q=1733)
7469,1031,0.138037,S7f6,6x1031 + 1283* (q=641)
7470,3691,0.494110,S3,1x3691 + 3779* (q=1889)
7471,1487,0.199036,S7f4,4x1487 + 1523* (q=761)
7472,1811,0.242372,S7f3,3x1811 + 2039* (q=1019)
7473,2447,0.327445,S7f2,2x2447 + 2579* (q=1289)
7474,3671,0.491169,S3,1x3671 + 3803* (q=1901)
7475,563,0.075318,S7f12,12x563 + 719* (q=359)
7476,3697,0.494516,S3,1x3697 + 3779* (q=1889)
7477,7477,1.000000,S1,"AGL(1,7477)"
7478,3739,0.500000,S2,2x3739
7479,1489,0.199091,S7f4,4x1489 + 1523* (q=761)
7480,3701,0.494786,S3,1x3701 + 3779* (q=1889)
7481,7481,1.000000,S1,"AGL(1,7481)"
7482,3343,0.446806,S3,1x3343 + 4139* (q=2069)
7483,1487,0.198717,S7f4,4x1499 + 1487* (q=743)
7484,1871,0.250000,S2,4x1871
7485,2411,0.322111,S7f2,2x2411 + 2663* (q=11)
7486,3623,0.483970,S3,1x3623 + 3863* (q=1931)
7487,7487,1.000000,S1,"AGL(1,7487)"
7488,3709,0.495326,S3,1x3709 + 3779* (q=1889)
7489,7489,1.000000,S1,"AGL(1,7489)"
7490,1861,0.248465,S7f3,3x1861 + 1907* (q=953)
7491,1367,0.182486,S7f4,4x1531 + 1367* (q=683)
7492,3413,0.455553,S3,1x3413 + 4079* (q=2039)
7493,2187,0.291872,S7f2,2x2187 + 3119* (q=1559)
7494,3691,0.492527,S3,1x3691 + 3803* (q=1901)
7495,1499,0.200000,S2,5x1499
7496,1823,0.243196,S7f3,3x1823 + 2027* (q=1013)
7497,2459,0.327998,S7f2,2x2459 + 2579* (q=1289)
7498,3719,0.495999,S3,1x3719 + 3779* (q=1889)
7499,7499,1.000000,S1,"AGL(1,7499)"
7500,3721,0.496133,S3,1x3721 + 3779* (q=1889)
7501,2459,0.327823,S7f2,2x2521 + 2459* (q=1229)
7502,1801,0.240069,S7f3,3x1801 + 2099* (q=1049)
7503,1471,0.196055,S7f4,4x1471 + 1619* (q=809)
7504,3701,0.493204,S3,1x3701 + 3803* (q=1901)
7505,1459,0.194404,S7f2,2x3023 + 1459* (q=3)
7506,3727,0.496536,S3,1x3727 + 3779* (q=1889)
7507,7507,1.000000,S1,"AGL(1,7507)"
7508,1877,0.250000,S2,4x1877
7509,2503,0.333333,S2,3x2503
7510,3371,0.448868,S3,1x3371 + 4139* (q=2069)
7511,1367,0.182000,S7f3,3x2048 + 1367* (q=683)
7512,3733,0.496938,S3,1x3733 + 3779* (q=1889)
7513,2467,0.328364,S7f2,2x2467 + 2579* (q=1289)
7514,1523,0.202688,S7f3,3x1997 + 1523* (q=761)
7515,1423,0.189355,S7f4,4x1423 + 1823* (q=911)
7516,3467,0.461283,S3,1x4049 + 3467* (q=1733)
7517,7517,1.000000,S1,"AGL(1,7517)"
7518,3739,0.497340,S3,1x3739 + 3779* (q=1889)
7519,1499,0.199362,S7f4,4x1499 + 1523* (q=761)
7520,1871,0.248803,S7f3,3x1871 + 1907* (q=953)
7521,2459,0.326951,S7f2,2x2531 + 2459* (q=1229)
7522,3761,0.500000,S2,2x3761
7523,7523,1.000000,S1,"AGL(1,7523)"
7524,3721,0.494551,S3,1x3721 + 3803* (q=1901)
7525,2473,0.328638,S7f2,2x2473 + 2579* (q=1289)
7526,1873,0.248871,S7f3,3x1873 + 1907* (q=953)
7527,1237,0.164342,S7f4,4x1237 + 2579* (q=1289)
7528,3581,0.475691,S3,1x3581 + 3947* (q=1973)
7529,7529,1.000000,S1,"AGL(1,7529)"
7530,3727,0.494954,S3,1x3727 + 3803* (q=1901)
7531,2048,0.271943,S3,1x2048 + 5483* (q=2741)
7532,1831,0.243096,S7f3,3x1831 + 2039* (q=1019)
7533,2477,0.328820,S7f2,2x2477 + 2579* (q=1289)
7534,3767,0.500000,S2,2x3767
7535,529,0.070206,S7f12,12x529 + 1187* (q=593)
7536,3733,0.495356,S3,1x3733 + 3803* (q=1901)
7537,7537,1.000000,S1,"AGL(1,7537)"
7538,3769,0.500000,S2,2x3769
7539,1429,0.189548,S7f4,4x1429 + 1823* (q=911)
7540,3761,0.498806,S3,1x3761 + 3779* (q=1889)
7541,7541,1.000000,S1,"AGL(1,7541)"
7542,3739,0.495757,S3,1x3739 + 3803* (q=1901)
7543,1481,0.196341,S7f4,4x1481 + 1619* (q=809)
7544,1879,0.249072,S7f3,3x1879 + 1907* (q=953)
7545,2459,0.325911,S7f2,2x2543 + 2459* (q=1229)
7546,3767,0.499205,S3,1x3767 + 3779* (q=1889)
7547,7547,1.000000,S1,"AGL(1,7547)"
7548,3769,0.499338,S3,1x3769 + 3779* (q=1889)
7549,7549,1.000000,S1,"AGL(1,7549)"
7550,1697,0.224768,S7f3,3x1697 + 2459* (q=1229)
7551,1483,0.196398,S7f4,4x1483 + 1619* (q=809)
7552,3623,0.479740,S3,1x3929 + 3623* (q=1811)
7553,1061,0.140474,S7f6,6x1061 + 1187* (q=593)
7554,3691,0.488615,S3,1x3691 + 3863* (q=1931)
7555,2048,0.271079,S3,1x2048 + 5507* (q=2753)
7556,1889,0.250000,S2,4x1889
7557,2459,0.325394,S7f2,2x2549 + 2459* (q=1229)
7558,3779,0.500000,S2,2x3779
7559,7559,1.000000,S1,"AGL(1,7559)"
7560,3697,0.489021,S3,1x3697 + 3863* (q=1931)
7561,7561,1.000000,S1,"AGL(1,7561)"
7562,1823,0.241074,S7f3,3x1913 + 1823* (q=911)
7563,3467,0.458416,S3,1x4096 + 3467* (q=1733)
7564,3761,0.497224,S3,1x3761 + 3803* (q=1901)
7565,1063,0.140516,S7f6,6x1063 + 1187* (q=593)
7566,3623,0.478853,S3,1x3943 + 3623* (q=1811)
7567,1511,0.199683,S7f4,4x1511 + 1523* (q=761)
7568,1847,0.244054,S7f3,3x1847 + 2027* (q=1013)
7569,2333,0.308231,S7f2,2x2333 + 2903* (q=1451)
7570,3767,0.497622,S3,1x3767 + 3803* (q=1901)
7571,571,0.075419,S7f12,12x571 + 719* (q=359)
7572,3779,0.499076,S3,1x3793 + 3779* (q=1889)
7573,7573,1.000000,S1,"AGL(1,7573)"
7574,2187,0.288751,S3,1x2187 + 5387* (q=2693)
7575,1489,0.196568,S7f4,4x1489 + 1619* (q=809)
7576,3779,0.498812,S3,1x3797 + 3779* (q=1889)
7577,7577,1.000000,S1,"AGL(1,7577)"
7578,3631,0.479150,S3,1x3631 + 3947* (q=1973)
7579,1487,0.196200,S7f4,4x1523 + 1487* (q=743)
7580,1847,0.243668,S7f3,3x1847 + 2039* (q=1019)
7581,2459,0.324364,S7f2,2x2459 + 2663* (q=11)
7582,3779,0.498417,S3,1x3779 + 3803* (q=1901)
7583,7583,1.000000,S1,"AGL(1,7583)"
7584,3721,0.490638,S3,1x3721 + 3863* (q=1931)
7585,2503,0.329993,S7f2,2x2503 + 2579* (q=1289)
7586,3793,0.500000,S2,2x3793
7587,1381,0.182022,S7f4,4x1381 + 2063* (q=1031)
7588,3581,0.471929,S3,1x3581 + 4007* (q=2003)
7589,7589,1.000000,S1,"AGL(1,7589)"
7590,3727,0.491041,S3,1x3727 + 3863* (q=1931)
7591,7591,1.000000,S1,"AGL(1,7591)"
7592,1831,0.241175,S7f3,3x1831 + 2099* (q=1049)
7593,2531,0.333333,S2,3x2531
7594,3797,0.500000,S2,2x3797
7595,729,0.095984,S7f4,4x729 + 4679* (q=2339)
7596,3793,0.499342,S3,1x3793 + 3803* (q=1901)
7597,2467,0.324733,S7f2,2x2467 + 2663* (q=11)
7598,1619,0.213082,S7f3,3x1993 + 1619* (q=809)
7599,1423,0.187261,S7f4,4x1423 + 1907* (q=953)
7600,3797,0.499605,S3,1x3797 + 3803* (q=1901)
7601,1069,0.140639,S7f6,6x1069 + 1187* (q=593)
7602,3779,0.497106,S3,1x3823 + 3779* (q=1889)
7603,7603,1.000000,S1,"AGL(1,7603)"
7604,1901,0.250000,S2,4x1901
7605,2447,0.321762,S7f2,2x2579 + 2447* (q=1223)
7606,3803,0.500000,S2,2x3803
7607,7607,1.000000,S1,"AGL(1,7607)"
7608,3529,0.463854,S3,1x3529 + 4079* (q=2039)
7609,2473,0.325010,S7f2,2x2473 + 2663* (q=11)
7610,1901,0.249803,S7f3,3x1901 + 1907* (q=953)
7611,1487,0.195375,S7f4,4x1531 + 1487* (q=743)
7612,3779,0.496453,S3,1x3833 + 3779* (q=1889)
7613,1051,0.138053,S7f6,6x1051 + 1307* (q=653)
7614,3607,0.473733,S3,1x3607 + 4007* (q=2003)
7615,1523,0.200000,S2,5x1523
7616,1823,0.239364,S7f3,3x1931 + 1823* (q=911)
7617,2539,0.333333,S2,3x2539
7618,3671,0.481885,S3,1x3671 + 3947* (q=1973)
7619,1024,0.134401,S7f3,3x1024 + 4547* (q=2273)
7620,3673,0.482021,S3,1x3673 + 3947* (q=1973)
7621,7621,1.000000,S1,"AGL(1,7621)"
7622,1861,0.244162,S7f3,3x1861 + 2039* (q=1019)
7623,1429,0.187459,S7f4,4x1429 + 1907* (q=953)
7624,3803,0.498820,S3,1x3821 + 3803* (q=1901)
7625,1459,0.191344,S7f2,2x3083 + 1459* (q=3)
7626,3803,0.498689,S3,1x3823 + 3803* (q=1901)
7627,1451,0.190245,S7f4,4x1451 + 1823* (q=911)
7628,1907,0.250000,S2,4x1907
7629,2543,0.333333,S2,3x2543
7630,3779,0.495282,S3,1x3851 + 3779* (q=1889)
7631,1487,0.194863,S7f3,3x2048 + 1487* (q=743)
7632,3779,0.495152,S3,1x3853 + 3779* (q=1889)
7633,2447,0.320582,S7f2,2x2593 + 2447* (q=1223)
7634,1657,0.217055,S7f3,3x1657 + 2663* (q=11)
7635,1453,0.190308,S7f4,4x1453 + 1823* (q=911)
7636,3803,0.498036,S3,1x3833 + 3803* (q=1901)
7637,1459,0.191044,S7f2,2x3089 + 1459* (q=3)
7638,3691,0.483242,S3,1x3691 + 3947* (q=1973)
7639,7639,1.000000,S1,"AGL(1,7639)"
7640,1871,0.244895,S7f3,3x1871 + 2027* (q=1013)
7641,2531,0.331239,S7f2,2x2531 + 2579* (q=1289)
7642,3821,0.500000,S2,2x3821
7643,7643,1.000000,S1,"AGL(1,7643)"
7644,3697,0.483647,S3,1x3697 + 3947* (q=1973)
7645,2459,0.321648,S7f2,2x2593 + 2459* (q=1229)
7646,3823,0.500000,S2,2x3823
7647,2549,0.333333,S2,3x2549
7648,3701,0.483917,S3,1x3701 + 3947* (q=1973)
7649,7649,1.000000,S1,"AGL(1,7649)"
7650,3803,0.497124,S3,1x3847 + 3803* (q=1901)
7651,1439,0.188080,S7f4,4x1553 + 1439* (q=719)
7652,1913,0.250000,S2,4x1913
7653,2551,0.333333,S2,3x2551
7654,3803,0.496864,S3,1x3851 + 3803* (q=1901)
7655,1531,0.200000,S2,5x1531
7656,3803,0.496735,S3,1x3853 + 3803* (q=1901)
7657,2539,0.331592,S7f2,2x2539 + 2579* (q=1289)
7658,1877,0.245103,S7f3,3x1877 + 2027* (q=1013)
7659,1487,0.194151,S7f4,4x1543 + 1487* (q=743)
7660,3797,0.495692,S3,1x3797 + 3863* (q=1931)
7661,1063,0.138755,S7f6,6x1063 + 1283* (q=641)
7662,3583,0.467632,S3,1x3583 + 4079* (q=2039)
7663,1511,0.197181,S7f4,4x1511 + 1619* (q=809)
7664,1879,0.245172,S7f3,3x1879 + 2027* (q=1013)
7665,2543,0.331768,S7f2,2x2543 + 2579* (q=1289)
7666,3833,0.500000,S2,2x3833
7667,1523,0.198644,S7f3,3x2048 + 1523* (q=761)
7668,3779,0.492827,S3,1x3889 + 3779* (q=1889)
7669,7669,1.000000,S1,"AGL(1,7669)"
7670,2187,0.285137,S3,1x2187 + 5483* (q=2741)
7671,2557,0.333333,S2,3x2557
7672,3623,0.472237,S3,1x4049 + 3623* (q=1811)
7673,7673,1.000000,S1,"AGL(1,7673)"
7674,3727,0.485666,S3,1x3727 + 3947* (q=1973)
7675,1439,0.187492,S7f4,4x1559 + 1439* (q=719)
7676,1879,0.244789,S7f3,3x1879 + 2039* (q=1019)
7677,2549,0.332031,S7f2,2x2549 + 2579* (q=1289)
7678,3671,0.478119,S3,1x3671 + 4007* (q=2003)
7679,1097,0.142857,S2,7x1097
7680,3803,0.495182,S3,1x3877 + 3803* (q=1901)
7681,7681,1.000000,S1,"AGL(1,7681)"
7682,1873,0.243817,S7f3,3x1873 + 2063* (q=1031)
7683,1487,0.193544,S7f4,4x1549 + 1487* (q=743)
7684,3821,0.497267,S3,1x3821 + 3863* (q=1931)
7685,1063,0.138321,S7f6,6x1063 + 1307* (q=653)
7686,3823,0.497398,S3,1x3823 + 3863* (q=1931)
7687,7687,1.000000,S1,"AGL(1,7687)"
7688,1747,0.227237,S7f3,3x1747 + 2447* (q=1223)
7689,2447,0.318247,S7f2,2x2621 + 2447* (q=1223)
7690,3779,0.491417,S3,1x3911 + 3779* (q=1889)
7691,7691,1.000000,S1,"AGL(1,7691)"
7692,3803,0.494410,S3,1x3889 + 3803* (q=1901)
7693,2557,0.332380,S7f2,2x2557 + 2579* (q=1289)
7694,3847,0.500000,S2,2x3847
7695,1523,0.197921,S7f4,4x1543 + 1523* (q=761)
7696,3833,0.498051,S3,1x3833 + 3863* (q=1931)
7697,1459,0.189554,S7f2,2x3119 + 1459* (q=3)
7698,3779,0.490907,S3,1x3919 + 3779* (q=1889)
7699,7699,1.000000,S1,"AGL(1,7699)"
7700,1907,0.247662,S7f3,3x1931 + 1907* (q=953)
7701,2459,0.319309,S7f2,2x2621 + 2459* (q=1229)
7702,3851,0.500000,S2,2x3851
7703,7703,1.000000,S1,"AGL(1,7703)"
7704,3697,0.479881,S3,1x3697 + 4007* (q=2003)
7705,2521,0.327190,S7f2,2x2521 + 2663* (q=11)
7706,3853,0.500000,S2,2x3853
7707,1471,0.190865,S7f4,4x1471 + 1823* (q=911)
7708,3779,0.490270,S3,1x3929 + 3779* (q=1889)
7709,1459,0.189259,S7f2,2x3125 + 1459* (q=3)
7710,3847,0.498962,S3,1x3847 + 3863* (q=1931)
7711,1523,0.197510,S7f4,4x1523 + 1619* (q=809)
7712,1871,0.242609,S7f3,3x1871 + 2099* (q=1049)
7713,2447,0.317257,S7f2,2x2447 + 2819* (q=1409)
7714,3851,0.499222,S3,1x3851 + 3863* (q=1931)
7715,1543,0.200000,S2,5x1543
7716,3853,0.499352,S3,1x3853 + 3863* (q=1931)
7717,7717,1.000000,S1,"AGL(1,7717)"
7718,1873,0.242679,S7f3,3x1873 + 2099* (q=1049)
7719,3623,0.469361,S3,1x4096 + 3623* (q=1811)
7720,3803,0.492617,S3,1x3917 + 3803* (q=1901)
7721,1103,0.142857,S2,7x1103
7722,3803,0.492489,S3,1x3919 + 3803* (q=1901)
7723,7723,1.000000,S1,"AGL(1,7723)"
7724,1931,0.250000,S2,4x1931
7725,2531,0.327638,S7f2,2x2531 + 2663* (q=11)
7726,3863,0.500000,S2,2x3863
7727,7727,1.000000,S1,"AGL(1,7727)"
7728,3721,0.481496,S3,1x3721 + 4007* (q=2003)
7729,2383,0.308319,S7f2,2x2383 + 2963* (q=1481)
7730,1901,0.245925,S7f3,3x1901 + 2027* (q=1013)
7731,1423,0.184064,S7f4,4x1423 + 2039* (q=1019)
7732,3803,0.491852,S3,1x3929 + 3803* (q=1901)
7733,1459,0.188672,S7f2,2x3137 + 1459* (q=3)
7734,3803,0.491725,S3,1x3931 + 3803* (q=1901)
7735,1523,0.196897,S7f4,4x1553 + 1523* (q=761)
7736,1879,0.242890,S7f3,3x1879 + 2099* (q=1049)
7737,2579,0.333333,S2,3x2579
7738,3659,0.472861,S3,1x3659 + 4079* (q=2039)
7739,729,0.094198,S7f8,8x729 + 1907* (q=953)
7740,3863,0.499096,S3,1x3877 + 3863* (q=1931)
7741,7741,1.000000,S1,"AGL(1,7741)"
7742,1901,0.245544,S7f3,3x1901 + 2039* (q=1019)
7743,1531,0.197727,S7f4,4x1531 + 1619* (q=809)
7744,3863,0.498838,S3,1x3881 + 3863* (q=1931)
7745,1549,0.200000,S2,5x1549
7746,3803,0.490963,S3,1x3943 + 3803* (q=1901)
7747,1481,0.191171,S7f4,4x1481 + 1823* (q=911)
7748,1907,0.246128,S7f3,3x1907 + 2027* (q=1013)
7749,2543,0.328171,S7f2,2x2543 + 2663* (q=11)
